route,id,name,lat,lon,type,altitude,height,width
Bravo_8,3,Bravo_8_GN_2,-23.62905,-45.82795,Node,1280.1599590348812,240.79199229465627,5556.0
Bravo_8,4,Represa Ribeirão,-23.654166667,-45.8233333329999,Node,1280.1599590348812,240.79199229465627,5556.0
Charlie,1,Cerquilho,-23.155833334,-47.7536111109999,Node,1322.1928609156346,240.79199229465627,5556.0
Charlie,2,Charlie_GN_1,-23.18755,-47.57015,Node,1322.1928609156346,240.79199229465627,5556.0
Charlie,3,Porto Feliz,-23.199722223,-47.573055556,Node,1322.1928609156346,240.79199229465627,5556.0
Charlie_2,1,Porto Feliz,-23.199722223,-47.573055556,Node,1322.1928609156346,240.79199229465627,5556.0
Charlie_2,2,Charlie_2_GN_1,-23.2106,-47.52825,Node,1322.1928609156346,240.79199229465627,5556.0
Charlie_2,3,Charlie_2_GN_2,-23.22755,-47.511449999999996,Node,1322.1928609156346,240.79199229465627,5556.0
Charlie_2,4,Rondon,-23.231111112,-47.4438888889999,Node,1322.1928609156346,240.79199229465627,5556.0
Charlie_3,1,Rondon,-23.231111112,-47.4438888889999,Node,1249.6799600102413,548.6399824435207,5556.0
Charlie_3,2,Charlie_3_GN_1,-23.2378,-47.4165,Node,1249.6799600102413,548.6399824435207,5556.0
Charlie_3,3,Charlie_3_GN_2,-23.258499999999998,-47.331649999999996,Node,1249.6799600102413,548.6399824435207,5556.0
Charlie_3,4,Itu,-23.266666667,-47.298055556,Node,1249.6799600102413,548.6399824435207,5556.0
Charlie_4,1,Itu,-23.266666667,-47.298055556,Node,1493.5199522073615,60.9599980492801,5556.0
Charlie_4,2,Charlie_4_GN_1,-23.26775,-47.29365,Node,1493.5199522073615,60.9599980492801,5556.0
Charlie_4,3,Charlie_4_GN_2,-23.286749999999998,-47.2138,Node,1493.5199522073615,60.9599980492801,5556.0
Charlie_4,4,Charlie_4_GN_3,-23.28655,-47.214749999999995,Node,1493.5199522073615,60.9599980492801,5556.0
Charlie_4,5,Cabreúva,-23.3063888899999,-47.1313888889999,Node,1493.5199522073615,60.9599980492801,5556.0
Charlie_5,1,Cabreúva,-23.3063888899999,-47.1313888889999,Node,1523.9999512320016,240.79199229465627,5556.0
Charlie_5,2,Charlie_5_GN_1,-23.3363,-47.085300000000004,Node,1523.9999512320016,240.79199229465627,5556.0
Charlie_5,3,Charlie_5_GN_2,-23.43795,-46.92855,Node,1523.9999512320016,240.79199229465627,5556.0
Charlie_5,4,Santana,-23.4447222229999,-46.918055556,Node,1523.9999512320016,240.79199229465627,5556.0
Charlie_6,1,Santana,-23.4447222229999,-46.918055556,Node,1295.3999585472013,152.39999512320014,5556.0
Charlie_6,2,Charlie_6_GN_1,-23.4728,-46.8689,Node,1295.3999585472013,152.39999512320014,5556.0
Charlie_6,3,Charlie_6_GN_2,-23.4935,-46.8327,Node,1295.3999585472013,152.39999512320014,5556.0
Charlie_6,4,Pedágio Castelo,-23.51138889,-46.801388889,Node,1295.3999585472013,152.39999512320014,5556.0
Delta,1,Trevo,-23.2413888899999,-46.8805555559999,Node,1371.5999561088015,240.79199229465627,1852.0
Delta,2,Delta_GN_1,-23.2964,-46.8422,Node,1371.5999561088015,240.79199229465627,1852.0
Delta,3,Pedágio Leroy,-23.3227777779999,-46.8238888889999,Node,1371.5999561088015,240.79199229465627,1852.0
Delta_2,1,Pedágio Leroy,-23.3227777779999,-46.8238888889999,Node,1310.6399580595214,240.79199229465627,5556.0
Delta_2,2,Delta_2_GN_1,-23.33695,-46.813950000000006,Node,1310.6399580595214,240.79199229465627,5556.0
Delta_2,3,Delta_2_GN_2,-23.377699999999997,-46.7855,Node,1310.6399580595214,240.79199229465627,5556.0
Delta_2,4,Perus,-23.4261111119999,-46.7516666669999,Node,1310.6399580595214,240.79199229465627,5556.0
Portão Pm,1,Perus,-23.4261111119999,-46.7516666669999,Node,1249.6799600102413,240.79199229465627,1852.0
Portão Pm,2,Portão Pm_GN_1,-23.45045,-46.74615,Node,1249.6799600102413,240.79199229465627,1852.0
Portão Pm,3,Escola Pm,-23.470277778,-46.7416666669999,Node,1249.6799600102413,240.79199229465627,1852.0
Echo,1,Perus,-23.4261111119999,-46.7516666669999,Node,1249.6799600102413,60.959998049279875,5556.0
Echo,2,Echo_GN_1,-23.393099999999997,-46.7508,Node,1249.6799600102413,60.959998049279875,5556.0
Echo,3,Echo_GN_2,-23.289749999999998,-46.748099999999994,Node,1249.6799600102413,60.959998049279875,5556.0
Echo,4,Morato,-23.2558333339999,-46.7472222219999,Node,1249.6799600102413,60.959998049279875,5556.0
Echo_2,1,Morato,-23.2558333339999,-46.7472222219999,Node,1295.3999585472013,152.39999512320014,5556.0
Echo_2,2,Echo_2_GN_1,-23.22585,-46.75095,Node,1295.3999585472013,152.39999512320014,5556.0
Echo_2,3,Echo_2_GN_2,-23.1518,-46.76005,Node,1295.3999585472013,152.39999512320014,5556.0
Echo_2,4,Través Jarinu,-23.1297222229999,-46.762777778,Node,1295.3999585472013,152.39999512320014,5556.0
Echo_3,1,Través Jarinu,-23.1297222229999,-46.762777778,Node,1295.3999585472013,152.39999512320014,5556.0
Echo_3,2,Echo_3_GN_1,-23.11325,-46.7648,Node,1295.3999585472013,152.39999512320014,5556.0
Echo_3,3,Dom Pedro,-23.0019444449999,-46.778611111,Node,1295.3999585472013,152.39999512320014,5556.0
Echo_4,1,Dom Pedro,-23.0019444449999,-46.778611111,Node,1295.3999585472013,240.79199229465627,5556.0
Echo_4,2,Echo_4_GN_1,-22.917749999999998,-46.78895,Node,1295.3999585472013,240.79199229465627,5556.0
Echo_4,3,Morungaba,-22.8775000009999,-46.793888889,Node,1295.3999585472013,240.79199229465627,5556.0
Echo_5,1,Morungaba,-22.8775000009999,-46.793888889,Node,1322.1928609156346,240.79199229465627,5556.0
Echo_5,2,Echo_5_GN_1,-22.85185,-46.78475,Node,1322.1928609156346,240.79199229465627,5556.0
Echo_5,3,Echo_5_GN_2,-22.71415,-46.749,Node,1322.1928609156346,240.79199229465627,5556.0
Echo_5,4,Través Amparo,-22.718333334,-46.737222222,Node,1322.1928609156346,240.79199229465627,5556.0
Echo_6,1,Través Amparo,-22.718333334,-46.737222222,Node,1322.1928609156346,240.79199229465627,5556.0
Echo_6,2,Serra Negra,-22.580000001,-46.6888888889999,Node,1322.1928609156346,240.79199229465627,5556.0
Echo_7,1,Serra Negra,-22.580000001,-46.6888888889999,Node,1322.1928609156346,240.79199229465627,5556.0
Echo_7,2,Lindóia,-22.4983333339999,-46.660555556,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot,1,Itanhaém,-24.1944444449999,-46.788888889,Node,1371.5999561088015,240.79199229465627,5556.0
Foxtrot,2,Foxtrot_GN_1,-24.166600000000003,-46.7364,Node,1371.5999561088015,240.79199229465627,5556.0
Foxtrot,3,Través Águia,-24.0375,-46.4927777779999,Node,1371.5999561088015,240.79199229465627,5556.0
Foxtrot_2,1,Través Águia,-24.0375,-46.4927777779999,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_2,2,Bertioga,-23.8780555559999,-46.150555556,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_3,1,Bertioga,-23.8780555559999,-46.150555556,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_3,2,Riviera,-23.835277778,-46.011666667,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_4,1,Riviera,-23.835277778,-46.011666667,Node,1322.1928609156346,240.79199229465627,5556.0
